chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction
chr21,41426263,41427754,+,41426263,41427754,clu_1732,clu_1767,chr21:41426263:41427754:+,2,10,12
chr21,39380486,39390697,+,39380486,39390697,clu_1640,clu_1684,chr21:39380486:39390697:+,71,668,739
chr21,41430608,41432049,+,41430608,41432049,clu_1737,clu_1771,chr21:41430608:41432049:+,11,23,34
chr21,39391836,39396865,+,39391836,39396865,clu_1652,clu_1690,chr21:39391836:39396865:+,15,144,159
chr21,39499915,39508997,+,39499915,39508997,clu_1686,clu_1723,chr21:39499915:39508997:+,3,46,49
chr21,41446141,41451166,+,41446141,41451166,clu_1747,clu_1783,chr21:41446141:41451166:+,0,5,5
chr21,41446141,41449136,+,41446141,41449136,clu_1747,clu_1781,chr21:41446141:41449136:+,6,11,17
chr21,42413222,42416441,+,42413222,42416441,clu_1861,clu_1891,chr21:42413222:42416441:+,5,131,136
chr21,41430608,41432030,+,41430608,41432030,clu_1737,clu_1770,chr21:41430608:41432030:+,1,11,12
chr21,39380486,39391768,+,39380486,39391768,clu_1640,clu_1687,chr21:39380486:39391768:+,7,58,65
chr21,39387855,39390697,+,39387855,39390697,clu_1647,clu_1684,chr21:39387855:39390697:+,22,228,250
chr21,24428904,24485622,+,24428904,24485622,clu_184,clu_196,chr21:24428904:24485622:+,1,5,6
chr21,42413222,42413409,+,42413222,42413409,clu_1861,clu_1889,chr21:42413222:42413409:+,0,12,12
chr21,39391836,39462374,+,39391836,39462374,clu_1652,clu_1718,chr21:39391836:39462374:+,0,6,6
chr21,41426263,41427205,+,41426263,41427205,clu_1732,clu_1765,chr21:41426263:41427205:+,3,10,13
chr21,39387855,39391768,+,39387855,39391768,clu_1647,clu_1687,chr21:39387855:39391768:+,0,13,13
chr21,39499915,39509001,+,39499915,39509001,clu_1686,clu_1724,chr21:39499915:39509001:+,1,4,5
chr21,39391836,39393165,+,39391836,39393165,clu_1652,clu_1689,chr21:39391836:39393165:+,90,946,1036
chr21,24428904,24438252,+,24428904,24438252,clu_184,clu_189,chr21:24428904:24438252:+,6,53,59
chr21,39345958,39348291,-,39348291,39345958,clu_1622,clu_1669,chr21:39345958:39348291:-,8,63,71
chr21,39345958,39347378,-,39347378,39345958,clu_1616,clu_1669,chr21:39345958:39347378:-,2,10,12
chr21,39345274,39347378,-,39347378,39345274,clu_1616,clu_1667,chr21:39345274:39347378:-,1,40,41
chr21,39428503,39429130,-,39429130,39428503,clu_1668,clu_1706,chr21:39428503:39429130:-,0,6,6
chr21,20257343,20258551,-,20258551,20257343,clu_182,clu_186,chr21:20257343:20258551:-,2,4,6
chr21,41994108,42010251,-,42010251,41994108,clu_1821,clu_1849,chr21:41994108:42010251:-,1,14,15
chr21,39348339,39348544,-,39348544,39348339,clu_1625,clu_1674,chr21:39348339:39348544:-,5,25,30
chr21,39347292,39348291,-,39348291,39347292,clu_1622,clu_1671,chr21:39347292:39348291:-,0,7,7
chr21,39345274,39348291,-,39348291,39345274,clu_1622,clu_1667,chr21:39345274:39348291:-,84,1111,1195
chr21,39205302,39206107,-,39206107,39205302,clu_1558,clu_1607,chr21:39205302:39206107:-,1,4,5
chr21,39345274,39347915,-,39347915,39345274,clu_1621,clu_1667,chr21:39345274:39347915:-,0,9,9
chr21,39202545,39206107,-,39206107,39202545,clu_1558,clu_1606,chr21:39202545:39206107:-,2,13,15
chr21,39210929,39212665,-,39212665,39210929,clu_1562,clu_1612,chr21:39210929:39212665:-,1,12,13
chr21,39210147,39212665,-,39212665,39210147,clu_1562,clu_1611,chr21:39210147:39212665:-,0,6,6
chr21,20257346,20258551,-,20258551,20257346,clu_182,clu_187,chr21:20257346:20258551:-,7,30,37
chr21,42002961,42010251,-,42010251,42002961,clu_1821,clu_1850,chr21:42002961:42010251:-,0,15,15
chr21,39423490,39429130,-,39429130,39423490,clu_1668,clu_1702,chr21:39423490:39429130:-,2,25,27
chr21,39347478,39348291,-,39348291,39347478,clu_1622,clu_1672,chr21:39347478:39348291:-,1,47,48
chr21,39347478,39347915,-,39347915,39347478,clu_1621,clu_1672,chr21:39347478:39347915:-,1,5,6
chr21,39435573,39444134,-,39444134,39435573,clu_1672,clu_1714,chr21:39435573:39444134:-,1,4,5
chr21,39345958,39347915,-,39347915,39345958,clu_1621,clu_1669,chr21:39345958:39347915:-,2,10,12
chr21,39348451,39348544,-,39348544,39348451,clu_1625,clu_1677,chr21:39348451:39348544:-,78,1033,1111
chr21,39347952,39348291,-,39348291,39347952,clu_1622,clu_1673,chr21:39347952:39348291:-,3,26,29
chr21,39429211,39444134,-,39444134,39429211,clu_1672,clu_1709,chr21:39429211:39444134:-,1,20,21
