E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:46324282:46326376:+,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,2,2,0,2,NA,1,0,1,1,0,NA,1,8,9,1,8,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,3,3,0,3,Inf,1,1,2,2,1,-Inf,3,5,8,3,6,-Inf,6,32,38,6,33,2.28011223714199,3,88,91,4,91,NA,1,19,20,1,19,chr21,46324282,46326376,+,46324282,46326376,clu_2771,clu_2777,17,159,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46324282:46334396:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,-Inf,0,0,0,0,0,Inf,0,1,1,0,1,Inf,0,3,3,0,5,-2.28011223714199,0,7,7,1,13,NA,0,0,0,0,1,chr21,46324282,46334396,+,46324282,46334396,clu_2771,clu_2779,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46398130:46398234:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,5,6,1,6,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,0,3,3,0,3,NA,0,6,6,1,6,NA,2,9,11,2,10,Inf,1,43,44,2,55,NA,0,4,4,0,4,chr21,46398130,46398234,+,46398130,46398234,clu_2798,clu_2805,0,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46398130:46398237:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,2,NA,0,2,2,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,2,2,0,4,-Inf,0,11,11,2,19,NA,0,1,1,0,3,chr21,46398130,46398237,+,46398130,46398237,clu_2798,clu_2806,1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25735578:25741572:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,2,1,2,-Inf,0,1,1,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,1,-Inf,0,2,2,0,4,1.27629346590556,1,4,5,2,19,NA,0,0,0,0,3,chr21,25735578,25741572,+,25735578,25741572,clu_274,clu_287,5,75,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:25735578:25741560:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,0,Inf,0,0,0,0,6,NA,0,0,0,1,0,NA,0,0,0,0,3,NA,0,0,0,4,13,NA,0,0,0,1,4,-Inf,0,0,0,3,16,Inf,0,3,3,4,42,-1.27629346590556,3,13,16,15,128,NA,0,4,4,0,17,chr21,25735578,25741560,+,25735578,25741560,clu_274,clu_286,2,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:46241019:46249585:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,Inf,0,0,0,0,0,NA,0,0,0,0,6,NA,0,0,0,1,0,NA,0,0,0,0,3,NA,0,1,1,4,13,NA,0,0,0,1,4,NA,0,0,0,3,16,NA,0,0,0,4,42,Inf,1,4,5,15,128,NA,0,0,0,0,17,chr21,46241019,46249585,+,46241019,46249585,clu_2696,clu_2709,0,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46241019:46241774:+,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,2,-Inf,0,0,0,1,0,NA,0,0,0,1,8,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,0,0,0,3,NA,1,0,1,2,1,NA,0,1,1,3,6,NA,0,1,1,6,33,-1.32175583998232,1,3,4,4,91,NA,0,0,0,1,19,chr21,46241019,46241774,+,46241019,46241774,clu_2696,clu_2699,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:46241019:46258923:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,1,3,NA,0,0,0,0,2,NA,0,1,1,0,9,NA,0,0,0,2,0,NA,0,1,1,0,5,NA,3,4,7,9,27,NA,0,0,0,0,9,NA,1,4,5,3,23,NA,0,1,1,14,83,-1.32175583998232,1,8,9,37,333,NA,0,2,2,0,40,chr21,46241019,46258923,+,46241019,46258923,clu_2696,clu_2719,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46649739:46664294:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,1,1,0,4,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,1,0,1,2,0,NA,0,0,0,0,0,NA,0,0,0,0,2,Inf,0,3,3,0,14,-0.793688409781823,0,2,2,1,16,NA,0,1,1,0,3,chr21,46649739,46664294,+,46649739,46664294,clu_2876,clu_2897,3,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
