E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,4,5,chr21:31659841:31667257:+,Inf,0,1,1,3,2,NA,0,0,0,2,5,NA,0,0,0,6,74,NA,0,0,0,14,68,NA,0,0,0,47,230,NA,0,0,0,2,5,NA,0,0,0,14,81,NA,0,0,0,52,211,Inf,0,1,1,18,97,-1.54222916274065,1,2,3,61,563,Inf,0,4,4,296,2047,-0.108318564061275,1,12,13,693,9266,Inf,0,1,1,28,1503,chr21,31659841,31667257,+,31659841,31667257,clu_621,clu_625,2,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4,5,9,4,5,chr21:31659841:31663789:+,-Inf,3,1,4,3,2,NA,2,5,7,2,5,-Inf,6,72,78,6,74,1.70474809223843,12,66,78,14,68,0.347746313194431,45,223,268,47,230,-Inf,2,4,6,2,5,-Inf,14,77,91,14,81,-Inf,52,202,254,52,211,-Inf,18,94,112,18,97,0.240546103609856,58,541,599,61,563,0.463390066753344,282,1985,2267,296,2047,0.0119374974840045,670,8962,9632,693,9266,0.890544052244573,26,1457,1483,28,1503,chr21,31659841,31663789,+,31659841,31663789,clu_621,clu_614,1194,13694,14888,0.114338856611434,0.964110358896411,0.18159818401816,0.594534054659453,NA,0,0.0125198748012519,NA,0.598994010059899,NA,0.0409395906040939,NA,NA,NA
NA,0,0,0,0,0,chr21:31659841:31663794:+,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,1,1,0,1,-2.41293315016291,0,0,0,0,0,-0.347746313194431,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,Inf,0,0,0,0,0,Inf,0,0,0,0,0,0.562484482039901,0,0,0,0,2,-0.614399487262742,0,0,0,0,2,-0.257852488324104,0,3,3,0,17,-1.14250648222534,0,2,2,0,4,chr21,31659841,31663794,+,31659841,31663794,clu_621,clu_615,37,317,354,0.116548834511655,0.427675723242768,0.152248477515225,0.319426805731943,NA,0,0.0475095249047509,NA,0.671563284367156,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:31659841:31663810:+,NA,0,0,0,3,2,NA,0,0,0,2,5,NA,0,1,1,6,74,NA,2,1,3,14,68,NA,2,7,9,47,230,NA,0,0,0,2,5,NA,0,1,1,14,81,NA,0,8,8,52,211,NA,0,1,1,18,97,NA,1,16,17,61,563,Inf,10,38,48,296,2047,Inf,20,208,228,693,9266,NA,2,36,38,28,1503,chr21,31659841,31663810,+,31659841,31663810,clu_621,clu_617,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:31659841:31666448:+,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,3,3,0,4,Inf,0,3,3,0,5,NA,0,2,2,0,2,Inf,0,0,0,0,2,Inf,1,0,1,2,1,Inf,8,15,23,13,24,Inf,0,3,3,1,6,-0.845510549813108,1,8,9,2,15,-0.143366261580692,2,17,19,3,25,0.952466524902286,0,45,45,1,69,Inf,1,5,6,2,7,chr21,31659841,31666448,+,31659841,31666448,clu_621,clu_622,6,106,112,NA,0.151178488215118,0.850181498185018,NA,NA,0.000669993300067007,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:31659841:31660554:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,1,-1.93666659017175,0,1,1,2,1,Inf,0,3,3,1,10,Inf,0,0,0,0,3,chr21,31659841,31660554,+,31659841,31660554,clu_621,clu_611,1,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:29092581:29149188:+,NA,0,0,0,3,2,NA,0,0,0,2,5,NA,0,0,0,6,74,NA,0,0,0,14,68,NA,0,0,0,47,230,NA,0,0,0,2,5,NA,0,0,0,14,81,NA,0,0,0,52,211,NA,0,0,0,18,97,NA,0,0,0,61,563,NA,0,1,1,296,2047,NA,0,4,4,693,9266,NA,0,0,0,28,1503,chr21,29092581,29149188,+,29092581,29149188,clu_553,clu_558,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29092581:29109039:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,2,2,0,2,NA,0,14,14,0,17,NA,0,2,2,0,4,chr21,29092581,29109039,+,29092581,29109039,clu_553,clu_554,0,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,4,5,chr21:29298953:29321220:+,NA,0,0,0,3,2,NA,0,0,0,2,5,NA,0,1,1,6,74,NA,0,1,1,14,68,NA,0,0,0,47,230,NA,0,1,1,2,5,-Inf,0,2,2,14,81,0.0408219945202552,0,1,1,52,211,Inf,0,1,1,18,97,0.133531392624523,1,4,5,61,563,0.0606246218164348,3,18,21,296,2047,Inf,2,69,71,693,9266,0.916290731874155,0,8,8,28,1503,chr21,29298953,29321220,+,29298953,29321220,clu_566,clu_563,13,101,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:29298953:29305203:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,-0.0408219945202552,0,0,0,0,1,-Inf,0,0,0,0,0,-0.133531392624523,0,1,1,0,1,-0.0606246218164349,2,0,2,2,1,-Inf,1,7,8,1,10,-0.916290731874155,0,3,3,0,3,chr21,29298953,29305203,+,29298953,29305203,clu_566,clu_562,11,59,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
