E/B/M_three.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_three.wt.cluster.cov,E/B/M_three.mut.cluster.cov,intron_junction,Tcells_three.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_three.wt.cluster.cov,Tcells_three.mut.cluster.cov,PreB_three.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_three.wt.cluster.cov,PreB_three.mut.cluster.cov,DC_three.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_three.wt.cluster.cov,DC_three.mut.cluster.cov,HSPC_three.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_three.wt.cluster.cov,HSPC_three.mut.cluster.cov,IMP_three.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_three.wt.cluster.cov,IMP_three.mut.cluster.cov,Bcells_three.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_three.wt.cluster.cov,Bcells_three.mut.cluster.cov,NP_three.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_three.wt.cluster.cov,NP_three.mut.cluster.cov,Mat_Mono_three.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_three.wt.cluster.cov,Mat_Mono_three.mut.cluster.cov,MonoDC_three.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_three.wt.cluster.cov,MonoDC_three.mut.cluster.cov,MkP_three.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_three.wt.cluster.cov,MkP_three.mut.cluster.cov,MEP_three.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_three.wt.cluster.cov,MEP_three.mut.cluster.cov,EP_three.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_three.wt.cluster.cov,EP_three.mut.cluster.cov,None_three.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_three.wt.cluster.cov,None_three.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:36386262:36387597:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,1,2,3,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,2,3,1,2,NA,1,6,7,1,6,-Inf,1,19,20,1,20,-Inf,9,63,72,9,67,NA,0,10,10,0,10,chr21,36386262,36387597,+,36386262,36387597,clu_1250,clu_1294,13,103,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36386262:36391550:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,0,0,0,0,NA,0,3,3,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,2,NA,0,0,0,0,0,NA,0,5,5,0,7,Inf,3,14,17,3,14,Inf,4,48,52,5,57,NA,0,7,7,0,8,chr21,36386262,36391550,+,36386262,36391550,clu_1250,clu_1296,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:34103519:34125340:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,0,0,0,0,NA,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,1,2,1,2,NA,0,0,0,0,0,NA,0,2,2,0,7,NA,0,0,0,3,14,0.287682072451781,1,9,10,5,57,NA,0,1,1,0,8,chr21,34103519,34125340,+,34103519,34125340,clu_1137,clu_1168,7,79,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:34103519:34142407:+,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,1,4,5,1,4,NA,0,0,0,0,0,NA,0,1,1,0,1,-Inf,0,2,2,0,2,NA,2,3,5,2,3,NA,2,9,11,2,9,NA,1,25,26,1,27,-0.287682072451781,12,82,94,12,85,NA,0,12,12,0,12,chr21,34103519,34142407,+,34103519,34142407,clu_1137,clu_1171,2,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36415389:36416274:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,2,NA,1,0,1,2,5,-Inf,0,2,2,1,21,-Inf,0,5,5,9,75,NA,0,0,0,0,11,chr21,36415389,36416274,+,36415389,36416274,clu_1273,clu_1316,18,140,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36415389:36415779:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,2,5,NA,0,0,0,0,0,NA,0,0,0,2,1,NA,0,0,0,0,1,NA,0,0,0,0,2,NA,0,0,0,2,19,NA,0,0,0,0,2,NA,0,0,0,2,15,Inf,0,0,0,3,37,Inf,1,4,5,18,217,NA,0,2,2,1,46,chr21,36415389,36415779,+,36415389,36415779,clu_1273,clu_1315,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36411604:36415294:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,2,7,NA,0,0,0,0,0,NA,0,0,0,2,2,NA,0,0,0,0,0,NA,0,0,0,0,2,NA,0,1,1,2,18,NA,0,0,0,0,1,-Inf,0,0,0,2,19,Inf,0,0,0,4,39,Inf,0,5,5,18,234,NA,0,1,1,1,47,chr21,36411604,36415294,+,36411604,36415294,clu_1269,clu_1312,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:36411604:36412883:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,4,NA,0,0,0,3,8,NA,0,0,0,3,19,NA,0,0,0,0,1,NA,0,0,0,0,2,NA,0,0,0,18,43,NA,0,0,0,2,4,Inf,0,0,0,5,42,-Inf,1,3,4,24,148,-Inf,0,5,5,72,799,NA,0,1,1,1,144,chr21,36411604,36412883,+,36411604,36412883,clu_1269,clu_1309,14,109,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36320303:36329907:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,2,3,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,2,2,4,2,2,NA,1,5,6,2,5,NA,1,19,20,1,21,-1.14178446053332,9,70,79,9,75,Inf,0,11,11,0,11,chr21,36320303,36329907,+,36320303,36329907,clu_1218,clu_1256,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:36320303:36333645:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,1,1,0,8,NA,0,0,0,0,0,NA,0,0,0,1,1,NA,0,0,0,0,0,NA,0,0,0,0,2,-Inf,0,1,1,2,14,NA,0,0,0,0,1,NA,1,1,2,1,16,-Inf,0,0,0,3,38,0.567984037605939,0,2,2,18,201,-Inf,0,1,1,1,40,chr21,36320303,36333645,+,36320303,36333645,clu_1218,clu_1261,30,332,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
