chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction
chr21,36415915,36416274,+,36415915,36416274,clu_1274,clu_1316,chr21:36415915:36416274:+,0,11,11
chr21,36360044,36360183,+,36360044,36360183,clu_1242,clu_1282,chr21:36360044:36360183:+,0,16,16
chr21,34073268,34125340,+,34073268,34125340,clu_1118,clu_1168,chr21:34073268:34125340:+,7,25,32
chr21,34103519,34125340,+,34103519,34125340,clu_1137,clu_1168,chr21:34103519:34125340:+,7,79,86
chr21,36413315,36415294,+,36413315,36415294,clu_1272,clu_1312,chr21:36413315:36415294:+,14,133,147
chr21,34102908,34125340,+,34102908,34125340,clu_1130,clu_1168,chr21:34102908:34125340:+,11,51,62
chr21,34103519,34142407,+,34103519,34142407,clu_1137,clu_1171,chr21:34103519:34142407:+,2,14,16
chr21,34102908,34103496,+,34102908,34103496,clu_1130,clu_1160,chr21:34102908:34103496:+,9,100,109
chr21,36415389,36416274,+,36415389,36416274,clu_1273,clu_1316,chr21:36415389:36416274:+,18,140,158
chr21,36411604,36415294,+,36411604,36415294,clu_1269,clu_1312,chr21:36411604:36415294:+,1,7,8
chr21,34102936,34125340,+,34102936,34125340,clu_1136,clu_1168,chr21:34102936:34125340:+,0,5,5
chr21,34073745,34142407,+,34073745,34142407,clu_1122,clu_1171,chr21:34073745:34142407:+,3,54,57
chr21,36338921,36341398,+,36338921,36341398,clu_1233,clu_1269,chr21:36338921:36341398:+,32,345,377
chr21,36345031,36356619,+,36345031,36356619,clu_1238,clu_1279,chr21:36345031:36356619:+,1,6,7
chr21,34102912,34103496,+,34102912,34103496,clu_1131,clu_1160,chr21:34102912:34103496:+,0,7,7
chr21,34102912,34125340,+,34102912,34125340,clu_1131,clu_1168,chr21:34102912:34125340:+,1,6,7
chr21,34073745,34125340,+,34073745,34125340,clu_1122,clu_1168,chr21:34073745:34125340:+,114,1275,1389
chr21,36320303,36333645,+,36320303,36333645,clu_1218,clu_1261,chr21:36320303:36333645:+,30,332,362
chr21,36349408,36356619,+,36349408,36356619,clu_1240,clu_1279,chr21:36349408:36356619:+,27,293,320
chr21,36386262,36391550,+,36386262,36391550,clu_1250,clu_1296,chr21:36386262:36391550:+,0,5,5
chr21,36332950,36333645,+,36332950,36333645,clu_1225,clu_1261,chr21:36332950:36333645:+,0,7,7
chr21,36329989,36333645,+,36329989,36333645,clu_1222,clu_1261,chr21:36329989:36333645:+,1,4,5
chr21,36337006,36341398,+,36337006,36341398,clu_1228,clu_1269,chr21:36337006:36341398:+,1,11,12
chr21,36333718,36336873,+,36333718,36336873,clu_1226,clu_1262,chr21:36333718:36336873:+,34,385,419
chr21,36360077,36360183,+,36360077,36360183,clu_1243,clu_1282,chr21:36360077:36360183:+,8,122,130
chr21,36320303,36336873,+,36320303,36336873,clu_1218,clu_1262,chr21:36320303:36336873:+,0,7,7
chr21,36387730,36391550,+,36387730,36391550,clu_1252,clu_1296,chr21:36387730:36391550:+,13,105,118
chr21,34125480,34142407,+,34125480,34142407,clu_1143,clu_1171,chr21:34125480:34142407:+,144,1491,1635
chr21,36057204,36057383,-,36057383,36057204,clu_1199,clu_1237,chr21:36057204:36057383:-,1,17,18
chr21,36045764,36053582,-,36053582,36045764,clu_1197,clu_1231,chr21:36045764:36053582:-,2,11,13
chr21,37065712,37069551,-,37069551,37065712,clu_1299,clu_1341,chr21:37065712:37069551:-,2,18,20
chr21,37065712,37072433,-,37072433,37065712,clu_1301,clu_1341,chr21:37065712:37072433:-,0,5,5
chr21,36046011,36048307,-,36048307,36046011,clu_1196,clu_1232,chr21:36046011:36048307:-,19,220,239
chr21,36057204,36058815,-,36058815,36057204,clu_1200,clu_1237,chr21:36057204:36058815:-,22,238,260
chr21,36058924,36060346,-,36060346,36058924,clu_1205,clu_1240,chr21:36058924:36060346:-,13,146,159
chr21,36036251,36036517,-,36036517,36036251,clu_1188,clu_1220,chr21:36036251:36036517:-,0,6,6
chr21,36043956,36045581,-,36045581,36043956,clu_1195,clu_1226,chr21:36043956:36045581:-,14,205,219
chr21,36043956,36048307,-,36048307,36043956,clu_1196,clu_1226,chr21:36043956:36048307:-,1,5,6
chr21,35048958,35049080,-,35049080,35048958,clu_1183,clu_1218,chr21:35048958:35049080:-,1,8,9
chr21,36058973,36060281,-,36060281,36058973,clu_1203,clu_1242,chr21:36058973:36060281:-,0,5,5
chr21,36045764,36048307,-,36048307,36045764,clu_1196,clu_1231,chr21:36045764:36048307:-,0,15,15
chr21,36036251,36038149,-,36038149,36036251,clu_1189,clu_1220,chr21:36036251:36038149:-,1,4,5
chr21,36046011,36053582,-,36053582,36046011,clu_1197,clu_1232,chr21:36046011:36053582:-,0,8,8
chr21,37065712,37067261,-,37067261,37065712,clu_1298,clu_1341,chr21:37065712:37067261:-,102,808,910
chr21,35048958,35049167,-,35049167,35048958,clu_1184,clu_1218,chr21:35048958:35049167:-,0,15,15
chr21,36058924,36060281,-,36060281,36058924,clu_1203,clu_1240,chr21:36058924:36060281:-,2,6,8
chr21,36058973,36060346,-,36060346,36058973,clu_1205,clu_1242,chr21:36058973:36060346:-,6,72,78
