chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction
chr21,33572630,33573307,+,33572630,33573307,clu_991,clu_1024,chr21:33572630:33573307:+,0,6,6
chr21,33548672,33549475,+,33548672,33549475,clu_972,clu_1002,chr21:33548672:33549475:+,3,9,12
chr21,33569087,33573307,+,33569087,33573307,clu_989,clu_1024,chr21:33569087:33573307:+,12,143,155
chr21,34073745,34102834,+,34073745,34102834,clu_1122,clu_1159,chr21:34073745:34102834:+,23,190,213
chr21,33546379,33549475,+,33546379,33549475,clu_970,clu_1002,chr21:33546379:33549475:+,37,334,371
chr21,15808885,15811136,+,15808885,15811136,clu_108,clu_111,chr21:15808885:15811136:+,1,19,20
chr21,15805258,15811136,+,15805258,15811136,clu_107,clu_111,chr21:15805258:15811136:+,1,4,5
chr21,34073268,34102834,+,34073268,34102834,clu_1118,clu_1159,chr21:34073268:34102834:+,1,17,18
chr21,34073745,34094862,+,34073745,34094862,clu_1122,clu_1155,chr21:34073745:34094862:+,4,102,106
chr21,34094179,34094862,+,34094179,34094862,clu_1125,clu_1155,chr21:34094179:34094862:+,1,7,8
chr21,33595836,33599149,-,33599149,33595836,clu_1045,clu_1060,chr21:33595836:33599149:-,1,4,5
chr21,33595612,33595728,-,33595728,33595612,clu_1031,clu_1059,chr21:33595612:33595728:-,4,20,24
chr21,33912399,33915727,-,33915727,33912399,clu_1105,clu_1135,chr21:33912399:33915727:-,0,9,9
chr21,33591211,33595734,-,33595734,33591211,clu_1037,clu_1052,chr21:33591211:33595734:-,1,10,11
chr21,33589805,33595558,-,33595558,33589805,clu_1022,clu_1048,chr21:33589805:33595558:-,1,5,6
chr21,33631557,33641178,-,33641178,33631557,clu_1059,clu_1085,chr21:33631557:33641178:-,0,6,6
chr21,33904021,33907340,-,33907340,33904021,clu_1089,clu_1121,chr21:33904021:33907340:-,672,6401,7073
chr21,33622068,33631485,-,33631485,33622068,clu_1057,clu_1081,chr21:33622068:33631485:-,3,4,7
chr21,33914500,33915727,-,33915727,33914500,clu_1105,clu_1138,chr21:33914500:33915727:-,625,5897,6522
chr21,33909211,33912288,-,33912288,33909211,clu_1097,clu_1132,chr21:33909211:33912288:-,666,6255,6921
chr21,33582055,33582164,-,33582164,33582055,clu_1012,clu_1041,chr21:33582055:33582164:-,1,15,16
chr21,33631557,33633645,-,33633645,33631557,clu_1058,clu_1085,chr21:33631557:33633645:-,2,19,21
chr21,33904021,33909081,-,33909081,33904021,clu_1094,clu_1121,chr21:33904021:33909081:-,1,4,5
chr21,33912399,33914449,-,33914449,33912399,clu_1099,clu_1135,chr21:33912399:33914449:-,668,6239,6907
chr21,33631557,33641680,-,33641680,33631557,clu_1060,clu_1085,chr21:33631557:33641680:-,56,515,571
chr21,33622068,33624682,-,33624682,33622068,clu_1056,clu_1081,chr21:33622068:33624682:-,59,573,632
chr21,33624760,33641680,-,33641680,33624760,clu_1060,clu_1082,chr21:33624760:33641680:-,1,5,6
chr21,33595612,33595726,-,33595726,33595612,clu_1029,clu_1059,chr21:33595612:33595726:-,4,7,11
chr21,33624760,33631485,-,33631485,33624760,clu_1057,clu_1082,chr21:33624760:33631485:-,57,567,624
chr21,33914500,33915651,-,33915651,33914500,clu_1102,clu_1138,chr21:33914500:33915651:-,0,8,8
chr21,33904021,33912288,-,33912288,33904021,clu_1097,clu_1121,chr21:33904021:33912288:-,5,49,54
chr21,33589921,33591161,-,33591161,33589921,clu_1019,clu_1049,chr21:33589921:33591161:-,38,366,404
chr21,33591211,33595731,-,33595731,33591211,clu_1034,clu_1052,chr21:33591211:33595731:-,2,17,19
chr21,33909211,33914449,-,33914449,33909211,clu_1099,clu_1132,chr21:33909211:33914449:-,0,5,5
chr21,33589921,33597279,-,33597279,33589921,clu_1044,clu_1049,chr21:33589921:33597279:-,1,4,5
chr21,33582055,33584589,-,33584589,33582055,clu_1014,clu_1041,chr21:33582055:33584589:-,1,5,6
chr21,33904021,33906448,-,33906448,33904021,clu_1086,clu_1121,chr21:33904021:33906448:-,3,16,19
chr21,33907453,33909081,-,33909081,33907453,clu_1094,clu_1128,chr21:33907453:33909081:-,672,6358,7030
chr21,33907453,33912288,-,33912288,33907453,clu_1097,clu_1128,chr21:33907453:33912288:-,4,50,54
chr21,33589805,33591161,-,33591161,33589805,clu_1019,clu_1048,chr21:33589805:33591161:-,1,9,10
chr21,33591211,33595730,-,33595730,33591211,clu_1033,clu_1052,chr21:33591211:33595730:-,32,314,346
chr21,33595836,33597279,-,33597279,33595836,clu_1044,clu_1060,chr21:33595836:33597279:-,46,396,442
