chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction
chr21,33276753,33279751,+,33276753,33279751,clu_857,clu_861,chr21:33276753:33279751:+,31,161,192
chr21,33268517,33279751,+,33268517,33279751,clu_856,clu_861,chr21:33268517:33279751:+,0,12,12
chr21,33341174,33345245,+,33341174,33345245,clu_873,clu_887,chr21:33341174:33345245:+,0,6,6
chr21,33343676,33345245,+,33343676,33345245,clu_876,clu_887,chr21:33343676:33345245:+,29,290,319
chr21,33343422,33343534,+,33343422,33343534,clu_875,clu_884,chr21:33343422:33343534:+,29,273,302
chr21,33266514,33276595,+,33266514,33276595,clu_854,clu_859,chr21:33266514:33276595:+,2,3,5
chr21,33341174,33343534,+,33341174,33343534,clu_873,clu_884,chr21:33341174:33343534:+,2,19,21
chr21,33335647,33343267,+,33335647,33343267,clu_872,clu_883,chr21:33335647:33343267:+,1,6,7
chr21,33341174,33343267,+,33341174,33343267,clu_873,clu_883,chr21:33341174:33343267:+,28,274,302
chr21,33268517,33276595,+,33268517,33276595,clu_856,clu_859,chr21:33268517:33276595:+,28,152,180
chr21,15390618,15394472,-,15394472,15390618,clu_72,clu_79,chr21:15390618:15394472:-,2,42,44
chr21,33539356,33542547,-,33542547,33539356,clu_964,clu_995,chr21:33539356:33542547:-,0,6,6
chr21,15405929,15441225,-,15441225,15405929,clu_91,clu_95,chr21:15405929:15441225:-,2,8,10
chr21,33539356,33542064,-,33542064,33539356,clu_963,clu_995,chr21:33539356:33542064:-,39,694,733
chr21,15400549,15401987,-,15401987,15400549,clu_77,clu_86,chr21:15400549:15401987:-,9,45,54
chr21,33528937,33530758,-,33530758,33528937,clu_942,clu_981,chr21:33528937:33530758:-,45,666,711
chr21,33535320,33542064,-,33542064,33535320,clu_963,clu_992,chr21:33535320:33542064:-,1,6,7
chr21,15405764,15444023,-,15444023,15405764,clu_95,clu_94,chr21:15405764:15444023:-,1,7,8
chr21,15441348,15444023,-,15444023,15441348,clu_95,clu_99,chr21:15441348:15444023:-,1,11,12
chr21,15405764,15441225,-,15441225,15405764,clu_91,clu_94,chr21:15405764:15441225:-,1,7,8
chr21,15390618,15393970,-,15393970,15390618,clu_71,clu_79,chr21:15390618:15393970:-,0,5,5
chr21,33535320,33539170,-,33539170,33535320,clu_958,clu_992,chr21:33535320:33539170:-,54,899,953
chr21,32726917,32727836,-,32727836,32726917,clu_806,clu_807,chr21:32726917:32727836:-,1,26,27
chr21,32695282,32701960,-,32701960,32695282,clu_801,clu_801,chr21:32695282:32701960:-,2,13,15
chr21,15402234,15403678,-,15403678,15402234,clu_79,clu_87,chr21:15402234:15403678:-,0,5,5
chr21,33468926,33479837,-,33479837,33468926,clu_916,clu_936,chr21:33468926:33479837:-,9,93,102
chr21,15405764,15405879,-,15405879,15405764,clu_87,clu_94,chr21:15405764:15405879:-,2,18,20
chr21,32751218,32755229,-,32755229,32751218,clu_824,clu_825,chr21:32751218:32755229:-,2,21,23
chr21,32695282,32699837,-,32699837,32695282,clu_800,clu_801,chr21:32695282:32699837:-,0,30,30
chr21,33506104,33511251,-,33511251,33506104,clu_922,clu_949,chr21:33506104:33511251:-,0,5,5
chr21,15390618,15394999,-,15394999,15390618,clu_73,clu_79,chr21:15390618:15394999:-,4,15,19
chr21,15400549,15444023,-,15444023,15400549,clu_95,clu_86,chr21:15400549:15444023:-,0,7,7
chr21,15441348,15441777,-,15441777,15441348,clu_92,clu_99,chr21:15441348:15441777:-,3,2,5
chr21,32726917,32727945,-,32727945,32726917,clu_807,clu_807,chr21:32726917:32727945:-,1,14,15
chr21,33468926,33474661,-,33474661,33468926,clu_914,clu_936,chr21:33468926:33474661:-,1,4,5
chr21,15402234,15405236,-,15405236,15402234,clu_82,clu_87,chr21:15402234:15405236:-,4,20,24
chr21,32751218,32755212,-,32755212,32751218,clu_823,clu_825,chr21:32751218:32755212:-,1,9,10
chr21,33528937,33531488,-,33531488,33528937,clu_943,clu_981,chr21:33528937:33531488:-,1,10,11
chr21,15405929,15444023,-,15444023,15405929,clu_95,clu_95,chr21:15405929:15444023:-,0,6,6
chr21,33506104,33509782,-,33509782,33506104,clu_921,clu_949,chr21:33506104:33509782:-,4,141,145
