chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction
chr21,24441913,24443963,+,24441913,24443963,clu_191,clu_193,chr21:24441913:24443963:+,0,6,6
chr21,42893381,42896926,+,42893381,42896926,clu_1969,clu_1991,chr21:42893381:42896926:+,124,1335,1459
chr21,43793404,43795188,+,43793404,43795188,clu_2127,clu_2148,chr21:43793404:43795188:+,52,947,999
chr21,24441913,24485622,+,24441913,24485622,clu_191,clu_196,chr21:24441913:24485622:+,3,22,25
chr21,42893381,42908863,+,42893381,42908863,clu_1969,clu_1999,chr21:42893381:42908863:+,0,17,17
chr21,43686935,43687515,+,43686935,43687515,clu_2077,clu_2110,chr21:43686935:43687515:+,3,21,24
chr21,43018230,43021308,+,43018230,43021308,clu_2010,clu_2031,chr21:43018230:43021308:+,1,7,8
chr21,42897047,42903181,+,42897047,42903181,clu_1972,clu_1992,chr21:42897047:42903181:+,39,488,527
chr21,43793404,43797421,+,43793404,43797421,clu_2127,clu_2149,chr21:43793404:43797421:+,0,7,7
chr21,42893381,42903181,+,42893381,42903181,clu_1969,clu_1992,chr21:42893381:42903181:+,1,12,13
chr21,43686935,43690287,+,43686935,43690287,clu_2077,clu_2111,chr21:43686935:43690287:+,1,5,6
chr21,42897047,42908863,+,42897047,42908863,clu_1972,clu_1999,chr21:42897047:42908863:+,92,904,996
chr21,42897047,42903410,+,42897047,42903410,clu_1972,clu_1994,chr21:42897047:42903410:+,2,4,6
chr21,43798100,43798223,+,43798100,43798223,clu_2140,clu_2157,chr21:43798100:43798223:+,0,5,5
chr21,43018230,43021302,+,43018230,43021302,clu_2010,clu_2030,chr21:43018230:43021302:+,10,104,114
chr21,43798100,43799569,+,43798100,43799569,clu_2140,clu_2158,chr21:43798100:43799569:+,51,945,996
chr21,25592901,25593892,-,25593892,25592901,clu_207,clu_214,chr21:25592901:25593892:-,0,9,9
chr21,43104402,43107450,-,43107450,43104402,clu_2050,clu_2079,chr21:43104402:43107450:-,267,2640,2907
chr21,43104402,43105785,-,43105785,43104402,clu_2046,clu_2079,chr21:43104402:43105785:-,1,9,10
chr21,43101432,43104314,-,43104314,43101432,clu_2041,clu_2078,chr21:43101432:43104314:-,71,680,751
chr21,42855780,42859661,-,42859661,42855780,clu_1949,clu_1980,chr21:42855780:42859661:-,55,760,815
chr21,43774759,43776203,-,43776203,43774759,clu_2112,clu_2140,chr21:43774759:43776203:-,611,3948,4559
chr21,43105555,43105785,-,43105785,43105555,clu_2046,clu_2082,chr21:43105555:43105785:-,2,3,5
chr21,43100519,43104314,-,43104314,43100519,clu_2041,clu_2075,chr21:43100519:43104314:-,207,2025,2232
chr21,42863596,42873550,-,42873550,42863596,clu_1954,clu_1986,chr21:42863596:42873550:-,37,586,623
chr21,42854626,42859661,-,42859661,42854626,clu_1949,clu_1979,chr21:42854626:42859661:-,0,6,6
chr21,43105845,43107450,-,43107450,43105845,clu_2050,clu_2083,chr21:43105845:43107450:-,2,11,13
chr21,43095743,43101365,-,43101365,43095743,clu_2039,clu_2070,chr21:43095743:43101365:-,64,626,690
chr21,42863596,42876701,-,42876701,42863596,clu_1956,clu_1986,chr21:42863596:42876701:-,1,8,9
chr21,25592965,25593892,-,25593892,25592965,clu_207,clu_218,chr21:25592965:25593892:-,145,1745,1890
chr21,25592920,25593892,-,25593892,25592920,clu_207,clu_216,chr21:25592920:25593892:-,1,5,6
chr21,25597411,25599798,-,25599798,25597411,clu_212,clu_227,chr21:25597411:25599798:-,6,78,84
chr21,25597414,25599794,-,25599794,25597414,clu_211,clu_228,chr21:25597414:25599794:-,2,26,28
chr21,25597411,25599794,-,25599794,25597411,clu_211,clu_227,chr21:25597411:25599794:-,0,16,16
chr21,43100540,43104314,-,43104314,43100540,clu_2041,clu_2076,chr21:43100540:43104314:-,1,5,6
chr21,25597414,25599798,-,25599798,25597414,clu_212,clu_228,chr21:25597414:25599798:-,139,1643,1782
chr21,43105555,43107450,-,43107450,43105555,clu_2050,clu_2082,chr21:43105555:43107450:-,11,50,61
chr21,43094788,43095693,-,43095693,43094788,clu_2034,clu_2062,chr21:43094788:43095693:-,5,23,28
chr21,43774330,43776203,-,43776203,43774330,clu_2112,clu_2137,chr21:43774330:43776203:-,2,20,22
chr21,43100519,43101365,-,43101365,43100519,clu_2039,clu_2075,chr21:43100519:43101365:-,7,51,58
chr21,43095536,43095693,-,43095693,43095536,clu_2034,clu_2067,chr21:43095536:43095693:-,274,2682,2956
chr21,42873691,42876701,-,42876701,42873691,clu_1956,clu_1987,chr21:42873691:42876701:-,52,721,773
chr21,42859722,42873550,-,42873550,42859722,clu_1954,clu_1981,chr21:42859722:42873550:-,3,36,39
