E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:43959747:43967945:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,Inf,0,2,2,1,7,NA,0,1,1,0,2,chr21,43959747,43967945,+,43959747,43967945,clu_2172,clu_2190,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:43959859:43967945:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,6,6,0,6,NA,0,2,2,0,2,NA,2,11,13,2,11,NA,0,1,1,0,1,NA,1,4,5,1,5,NA,0,6,6,0,6,NA,1,9,10,1,9,NA,3,19,22,3,21,NA,5,145,150,7,147,-Inf,35,614,649,35,625,NA,5,136,141,5,137,chr21,43959859,43967945,+,43959859,43967945,clu_2173,clu_2190,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43800881:43802273:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,3,NA,0,4,4,0,6,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,2,2,0,3,3.36729582998647,0,0,0,0,5,-Inf,2,3,5,2,15,-Inf,0,0,0,0,0,chr21,43800881,43802273,+,43800881,43802273,clu_2146,clu_2163,52,954,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43800614:43802273:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,1,0,1,1,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,-3.36729582998647,1,2,3,1,5,Inf,0,3,3,3,8,Inf,0,1,1,0,3,chr21,43800614,43802273,+,43800614,43802273,clu_2145,clu_2163,2,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43800922:43802273:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,2,3,1,3,NA,0,2,2,0,6,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,3,NA,0,5,5,0,5,Inf,0,12,12,2,15,NA,0,0,0,0,0,chr21,43800922,43802273,+,43800922,43802273,clu_2147,clu_2163,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46229266:46240833:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,2,-Inf,1,5,6,1,7,NA,0,1,1,0,2,chr21,46229266,46240833,+,46229266,46240833,clu_2686,clu_2695,2,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46236326:46240833:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,3,3,1,5,Inf,3,5,8,3,8,NA,0,2,2,0,3,chr21,46236326,46240833,+,46236326,46240833,clu_2690,clu_2695,1,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44943792:44960099:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,6,NA,0,0,0,0,2,NA,0,0,0,2,11,NA,0,0,0,0,1,NA,0,1,1,1,5,NA,0,0,0,0,6,NA,0,0,0,1,9,NA,0,2,2,3,21,-Inf,2,2,4,7,147,Inf,0,6,6,35,625,NA,0,1,1,5,137,chr21,44943792,44960099,+,44943792,44960099,clu_2465,clu_2482,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:44943837:44960099:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,6,NA,0,0,0,0,2,NA,0,0,0,2,11,NA,0,0,0,0,1,NA,0,0,0,1,5,NA,0,0,0,0,6,NA,0,0,0,1,9,NA,0,0,0,3,21,Inf,0,0,0,7,147,-Inf,0,5,5,35,625,NA,0,0,0,5,137,chr21,44943837,44960099,+,44943837,44960099,clu_2466,clu_2482,3,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:44856364:44865394:-,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,4,NA,0,0,0,1,4,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,2,14,NA,0,0,0,0,2,-Inf,1,0,1,3,11,Inf,0,1,1,2,7,-Inf,2,0,2,2,24,NA,0,1,1,0,6,chr21,44856364,44865394,-,44865394,44856364,clu_2389,clu_2406,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
