E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:46660962:46661799:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,7,7,0,8,NA,0,3,3,0,3,-Inf,2,4,6,2,5,1.38629436111989,1,12,13,2,15,2.77258872223978,1,32,33,2,34,NA,0,5,5,0,6,chr21,46660962,46661799,+,46660962,46661799,clu_2879,clu_2894,4,66,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46649739:46661799:+,NA,1,0,1,1,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,1,0,1,1,0,NA,0,7,7,1,8,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,2,3,5,2,4,NA,0,3,3,0,3,Inf,4,12,16,4,13,-1.38629436111989,2,16,18,3,16,-2.77258872223978,3,64,67,3,69,NA,0,4,4,0,5,chr21,46649739,46661799,+,46649739,46661799,clu_2876,clu_2894,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25741675:25745209:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,1,0,Inf,1,5,6,1,6,NA,0,0,0,0,0,NA,0,0,0,0,1,-Inf,1,4,5,2,4,NA,0,3,3,0,3,-Inf,0,6,6,2,12,Inf,2,9,11,3,13,-Inf,1,43,44,1,54,NA,0,4,4,0,5,chr21,25741675,25745209,+,25741675,25745209,clu_280,clu_288,13,111,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25741679:25745209:+,NA,0,0,0,0,0,NA,1,1,2,1,1,NA,0,2,2,0,4,NA,1,1,2,1,1,-Inf,2,6,8,2,7,NA,0,0,0,0,0,NA,0,1,1,0,1,Inf,2,9,11,2,10,NA,2,3,5,2,3,Inf,1,7,8,3,8,-Inf,6,53,59,9,66,Inf,13,156,169,14,184,NA,0,15,15,0,16,chr21,25741679,25745209,+,25741679,25745209,clu_281,clu_288,2,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25735578:25741572:+,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,2,2,0,2,NA,1,1,2,1,1,-Inf,1,7,8,1,7,NA,0,0,0,0,0,NA,0,1,1,0,2,Inf,0,3,3,0,3,NA,1,1,2,2,1,Inf,3,5,8,3,6,0.117783035656383,6,36,42,6,37,-Inf,3,95,98,4,98,NA,1,19,20,1,19,chr21,25735578,25741572,+,25735578,25741572,clu_274,clu_287,5,75,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25735070:25741572:+,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,1,1,0,4,NA,0,0,0,1,1,Inf,0,0,0,2,7,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,2,7,NA,0,0,0,2,1,-Inf,0,0,0,3,5,-0.510825623765991,0,1,1,9,56,Inf,0,5,5,14,168,NA,0,0,0,0,15,chr21,25735070,25741572,+,25735070,25741572,clu_270,clu_287,6,19,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:25735385:25741572:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,5,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,9,NA,0,0,0,0,4,NA,0,0,0,1,6,Inf,0,3,3,2,18,Inf,3,13,16,6,54,NA,0,4,4,0,11,chr21,25735385,25741572,+,25735385,25741572,clu_272,clu_287,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46291462:46296161:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,-Inf,0,0,0,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,1,1,0,9,NA,0,0,0,0,4,2.63905732961526,0,0,0,2,4,0.71219537553064,0,0,0,2,15,-0.847297860387204,1,4,5,3,40,NA,0,0,0,0,7,chr21,46291462,46296161,+,46291462,46296161,clu_2740,clu_2744,28,254,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:46287123:46296161:+,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,0,1,3,NA,0,0,0,0,2,Inf,0,1,1,0,9,NA,0,0,0,2,0,NA,0,1,1,0,5,Inf,3,7,10,9,30,NA,0,0,0,0,9,-2.63905732961526,1,4,5,3,23,-0.71219537553064,0,3,3,14,85,0.847297860387203,1,12,13,37,337,NA,0,2,2,0,40,chr21,46287123,46296161,+,46287123,46296161,clu_2739,clu_2744,6,47,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:46326589:46334396:+,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,2,NA,0,0,0,1,1,NA,0,0,0,1,7,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,0,0,0,3,Inf,1,0,1,2,1,-Inf,0,1,1,3,6,-Inf,0,1,1,6,37,2.35665231426432,1,3,4,4,98,NA,0,0,0,1,19,chr21,46326589,46334396,+,46326589,46334396,clu_2773,clu_2779,17,170,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
