E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:24441913:24485622:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,1,1,0,1,NA,0,2,2,0,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,2,3,1,2,-Inf,1,1,2,1,3,-Inf,1,6,7,1,9,Inf,0,9,9,1,12,NA,0,0,0,0,0,chr21,24441913,24485622,+,24441913,24485622,clu_191,clu_196,3,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:24428904:24485622:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,2,5,NA,0,0,0,0,3,NA,0,0,0,8,15,NA,0,0,0,0,0,NA,0,0,0,3,14,NA,0,0,0,15,44,NA,0,1,1,6,12,Inf,0,2,2,6,32,Inf,0,2,2,20,141,-Inf,0,12,12,45,739,NA,0,0,0,2,125,chr21,24428904,24485622,+,24428904,24485622,clu_184,clu_196,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:24444128:24485622:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,6,NA,0,0,0,0,2,NA,0,1,1,2,11,NA,0,0,0,0,1,NA,0,0,0,1,5,NA,0,0,0,0,6,NA,0,0,0,1,10,Inf,0,0,0,3,21,Inf,0,3,3,6,143,Inf,1,8,9,34,616,NA,0,3,3,5,138,chr21,24444128,24485622,+,24444128,24485622,clu_193,clu_196,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:42893381:42908863:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,0,0,0,1,0,Inf,0,1,1,0,1,Inf,0,0,0,0,0,Inf,0,2,2,0,3,Inf,1,8,9,1,12,NA,0,1,1,0,1,chr21,42893381,42908863,+,42893381,42908863,clu_1969,clu_1999,0,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:42897047:42908863:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,2,3,5,2,3,-0.559615787935423,1,15,16,1,16,NA,0,0,0,0,0,-Inf,1,7,8,1,7,-Inf,6,14,20,6,15,1.38629436111989,5,4,9,5,4,-0.567984037605939,4,27,31,4,27,-0.701128068890958,9,82,91,9,85,-0.792300146819402,9,287,296,10,293,1.15267950993839,2,46,48,2,47,chr21,42897047,42908863,+,42897047,42908863,clu_1972,clu_1999,92,904,996,NA,0.0914890851091489,0.230647693523065,0.468245317546825,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1,1,0,1,chr21:42904276:42908863:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,6,6,0,6,NA,0,2,2,0,2,0.559615787935423,2,12,14,2,12,NA,0,1,1,0,1,Inf,1,5,6,1,5,Inf,0,5,5,0,5,-1.79175946922805,1,10,11,1,10,0.313657558855042,3,22,25,3,22,0.626510022765453,7,141,148,7,143,0.676681720656809,32,610,642,32,612,-1.15267950993839,5,133,138,5,136,chr21,42904276,42908863,+,42904276,42908863,clu_1979,clu_1999,15,209,224,NA,0.153628463715363,0.296177038229618,0.693623063769362,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43798049:43799569:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,1,1,1,14,-0.834225778819851,0,12,12,4,111,Inf,0,3,3,0,21,chr21,43798049,43799569,+,43798049,43799569,clu_2138,clu_2158,1,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:43798100:43799569:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,6,NA,0,0,0,0,2,-Inf,0,0,0,2,12,NA,0,0,0,0,1,NA,0,0,0,1,5,NA,0,0,0,0,5,NA,0,0,0,1,10,NA,0,0,0,3,22,-Inf,0,2,2,7,143,0.834225778819851,0,2,2,32,612,-Inf,0,3,3,5,136,chr21,43798100,43799569,+,43798100,43799569,clu_2140,clu_2158,51,945,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:43688240:43690287:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,13,14,1,14,-Inf,4,99,103,4,111,NA,0,18,18,0,21,chr21,43688240,43690287,+,43688240,43690287,clu_2078,clu_2111,2,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,1,chr21:43686935:43690287:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,5,NA,0,0,0,0,2,NA,0,0,0,2,12,NA,0,0,0,0,1,NA,0,0,0,1,5,NA,0,0,0,0,5,NA,0,0,0,1,9,NA,0,0,0,3,22,NA,0,1,1,7,145,Inf,0,6,6,33,604,NA,0,1,1,5,136,chr21,43686935,43690287,+,43686935,43690287,clu_2077,clu_2111,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
