E/B/M_five.obs.logOR.ratio,E/B/M_obs.wt,E/B/M_obs.mut,E/B/M_total.reads.per.junction,E/B/M_five.wt.cluster.cov,E/B/M_five.mut.cluster.cov,intron_junction,Tcells_five.obs.logOR.ratio,Tcells_obs.wt,Tcells_obs.mut,Tcells_total.reads.per.junction,Tcells_five.wt.cluster.cov,Tcells_five.mut.cluster.cov,PreB_five.obs.logOR.ratio,PreB_obs.wt,PreB_obs.mut,PreB_total.reads.per.junction,PreB_five.wt.cluster.cov,PreB_five.mut.cluster.cov,DC_five.obs.logOR.ratio,DC_obs.wt,DC_obs.mut,DC_total.reads.per.junction,DC_five.wt.cluster.cov,DC_five.mut.cluster.cov,HSPC_five.obs.logOR.ratio,HSPC_obs.wt,HSPC_obs.mut,HSPC_total.reads.per.junction,HSPC_five.wt.cluster.cov,HSPC_five.mut.cluster.cov,IMP_five.obs.logOR.ratio,IMP_obs.wt,IMP_obs.mut,IMP_total.reads.per.junction,IMP_five.wt.cluster.cov,IMP_five.mut.cluster.cov,Bcells_five.obs.logOR.ratio,Bcells_obs.wt,Bcells_obs.mut,Bcells_total.reads.per.junction,Bcells_five.wt.cluster.cov,Bcells_five.mut.cluster.cov,NP_five.obs.logOR.ratio,NP_obs.wt,NP_obs.mut,NP_total.reads.per.junction,NP_five.wt.cluster.cov,NP_five.mut.cluster.cov,Mat_Mono_five.obs.logOR.ratio,Mat_Mono_obs.wt,Mat_Mono_obs.mut,Mat_Mono_total.reads.per.junction,Mat_Mono_five.wt.cluster.cov,Mat_Mono_five.mut.cluster.cov,MonoDC_five.obs.logOR.ratio,MonoDC_obs.wt,MonoDC_obs.mut,MonoDC_total.reads.per.junction,MonoDC_five.wt.cluster.cov,MonoDC_five.mut.cluster.cov,MkP_five.obs.logOR.ratio,MkP_obs.wt,MkP_obs.mut,MkP_total.reads.per.junction,MkP_five.wt.cluster.cov,MkP_five.mut.cluster.cov,MEP_five.obs.logOR.ratio,MEP_obs.wt,MEP_obs.mut,MEP_total.reads.per.junction,MEP_five.wt.cluster.cov,MEP_five.mut.cluster.cov,EP_five.obs.logOR.ratio,EP_obs.wt,EP_obs.mut,EP_total.reads.per.junction,EP_five.wt.cluster.cov,EP_five.mut.cluster.cov,None_five.obs.logOR.ratio,None_obs.wt,None_obs.mut,None_total.reads.per.junction,None_five.wt.cluster.cov,None_five.mut.cluster.cov,chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,obs.wt,obs.mut,total.reads.per.junction,None_pvalue,EP_pvalue,MEP_pvalue,MkP_pvalue,MonoDC_pvalue,Mat_Mono_pvalue,NP_pvalue,Bcells_pvalue,IMP_pvalue,HSPC_pvalue,DC_pvalue,PreB_pvalue,Tcells_pvalue,E/B/M_pvalue
NA,0,0,0,0,0,chr21:17513172:17547026:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,14,15,1,14,-Inf,1,78,79,1,82,NA,0,17,17,0,18,chr21,17513172,17547026,+,17513172,17547026,clu_144,clu_150,2,110,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:17531696:17547026:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,1,0,1,1,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,0,1,1,2,2,NA,0,0,0,0,0,NA,0,0,0,1,1,NA,0,0,0,0,6,Inf,0,4,4,1,18,NA,0,0,0,0,2,chr21,17531696,17547026,+,17531696,17547026,clu_145,clu_150,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37156906:37158130:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,1,NA,0,3,3,0,4,NA,0,0,0,0,0,NA,0,0,0,0,1,Inf,0,1,1,0,1,NA,0,1,1,0,1,NA,0,1,1,0,2,NA,1,2,3,1,5,Inf,0,14,14,0,21,NA,0,0,0,0,1,chr21,37156906,37158130,+,37156906,37158130,clu_1364,clu_1393,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37157214:37158130:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,15,-Inf,0,3,3,0,84,NA,0,1,1,1,18,chr21,37157214,37158130,+,37157214,37158130,clu_1365,clu_1393,5,28,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37073473:37087246:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,0,2,NA,0,3,3,1,3,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,2,1,3,2,2,NA,0,0,0,0,0,NA,1,1,2,1,1,-Inf,0,6,6,0,6,NA,1,14,15,1,18,NA,0,2,2,0,2,chr21,37073473,37087246,+,37073473,37087246,clu_1313,clu_1349,1,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37084331:37087246:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,2,2,0,2,NA,0,0,0,0,0,NA,0,0,0,0,0,Inf,1,14,15,1,15,NA,0,81,81,0,84,NA,1,17,18,1,18,chr21,37084331,37087246,+,37084331,37087246,clu_1315,clu_1349,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37073364:37087246:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,1,10,NA,0,0,0,1,5,NA,0,2,2,2,14,NA,0,0,0,1,0,NA,0,2,2,2,4,NA,1,2,3,3,10,NA,0,0,0,0,7,NA,0,5,5,2,20,NA,0,9,9,1,69,NA,0,20,20,9,216,NA,0,4,4,0,35,chr21,37073364,37087246,+,37073364,37087246,clu_1312,clu_1349,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:17549626:17551748:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,2,1,2,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,2,Inf,0,0,0,1,4,NA,0,3,3,0,10,Inf,0,0,0,0,2,chr21,17549626,17551748,+,17549626,17551748,clu_150,clu_153,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:17547193:17551748:+,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,-Inf,0,0,0,1,14,NA,0,4,4,1,82,-Inf,0,1,1,0,18,chr21,17547193,17551748,+,17547193,17551748,clu_149,clu_153,2,114,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,chr21:37157214:37159698:+,NA,2,0,2,2,0,NA,0,0,0,0,0,Inf,0,0,0,0,0,NA,0,0,0,0,1,Inf,0,1,1,0,3,NA,0,0,0,0,0,Inf,0,0,0,0,0,-0.693147180559945,0,0,0,0,0,NA,0,0,0,0,0,Inf,0,0,0,0,1,Inf,0,1,1,2,5,Inf,0,3,3,0,5,NA,0,0,0,0,1,chr21,37157214,37159698,+,37157214,37159698,clu_1365,clu_1394,1,45,46,NA,0.243077569224308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
