"E.B.M_three.obs.logOR.ratio" "E.B.M_obs.wt" "E.B.M_obs.mut" "E.B.M_total.reads.per.junction" "E.B.M_three.wt.cluster.cov" "E.B.M_three.mut.cluster.cov" "intron_junction" "Tcells_three.obs.logOR.ratio" "Tcells_obs.wt" "Tcells_obs.mut" "Tcells_total.reads.per.junction" "Tcells_three.wt.cluster.cov" "Tcells_three.mut.cluster.cov" "PreB_three.obs.logOR.ratio" "PreB_obs.wt" "PreB_obs.mut" "PreB_total.reads.per.junction" "PreB_three.wt.cluster.cov" "PreB_three.mut.cluster.cov" "DC_three.obs.logOR.ratio" "DC_obs.wt" "DC_obs.mut" "DC_total.reads.per.junction" "DC_three.wt.cluster.cov" "DC_three.mut.cluster.cov" "HSPC_three.obs.logOR.ratio" "HSPC_obs.wt" "HSPC_obs.mut" "HSPC_total.reads.per.junction" "HSPC_three.wt.cluster.cov" "HSPC_three.mut.cluster.cov" "IMP_three.obs.logOR.ratio" "IMP_obs.wt" "IMP_obs.mut" "IMP_total.reads.per.junction" "IMP_three.wt.cluster.cov" "IMP_three.mut.cluster.cov" "Bcells_three.obs.logOR.ratio" "Bcells_obs.wt" "Bcells_obs.mut" "Bcells_total.reads.per.junction" "Bcells_three.wt.cluster.cov" "Bcells_three.mut.cluster.cov" "NP_three.obs.logOR.ratio" "NP_obs.wt" "NP_obs.mut" "NP_total.reads.per.junction" "NP_three.wt.cluster.cov" "NP_three.mut.cluster.cov" "Mat_Mono_three.obs.logOR.ratio" "Mat_Mono_obs.wt" "Mat_Mono_obs.mut" "Mat_Mono_total.reads.per.junction" "Mat_Mono_three.wt.cluster.cov" "Mat_Mono_three.mut.cluster.cov" "MonoDC_three.obs.logOR.ratio" "MonoDC_obs.wt" "MonoDC_obs.mut" "MonoDC_total.reads.per.junction" "MonoDC_three.wt.cluster.cov" "MonoDC_three.mut.cluster.cov" "MkP_three.obs.logOR.ratio" "MkP_obs.wt" "MkP_obs.mut" "MkP_total.reads.per.junction" "MkP_three.wt.cluster.cov" "MkP_three.mut.cluster.cov" "MEP_three.obs.logOR.ratio" "MEP_obs.wt" "MEP_obs.mut" "MEP_total.reads.per.junction" "MEP_three.wt.cluster.cov" "MEP_three.mut.cluster.cov" "EP_three.obs.logOR.ratio" "EP_obs.wt" "EP_obs.mut" "EP_total.reads.per.junction" "EP_three.wt.cluster.cov" "EP_three.mut.cluster.cov" "None_three.obs.logOR.ratio" "None_obs.wt" "None_obs.mut" "None_total.reads.per.junction" "None_three.wt.cluster.cov" "None_three.mut.cluster.cov" "chr.x" "start.x" "end.x" "strand.x" "five_prime.x" "three_prime.x" "five_prime_ID" "three_prime_ID" "obs.wt" "obs.mut" "total.reads.per.junction" "None_pvalue" "EP_pvalue" "MEP_pvalue" "MkP_pvalue" "MonoDC_pvalue" "Mat_Mono_pvalue" "NP_pvalue" "Bcells_pvalue" "IMP_pvalue" "HSPC_pvalue" "DC_pvalue" "PreB_pvalue" "Tcells_pvalue" "E.B.M_pvalue" "chr.y" "start.y" "end.y" "strand_1" "five_prime.y" "three_prime.y" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "strand.y" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "None_wt.psi" "None_mut.psi" "None_dPSI" "EP_wt.psi" "EP_mut.psi" "EP_dPSI" "MEP_wt.psi" "MEP_mut.psi" "MEP_dPSI" "MkP_wt.psi" "MkP_mut.psi" "MkP_dPSI" "MonoDC_wt.psi" "MonoDC_mut.psi" "MonoDC_dPSI" "Mat_Mono_wt.psi" "Mat_Mono_mut.psi" "Mat_Mono_dPSI" "NP_wt.psi" "NP_mut.psi" "NP_dPSI" "Bcells_wt.psi" "Bcells_mut.psi" "Bcells_dPSI" "IMP_wt.psi" "IMP_mut.psi" "IMP_dPSI" "HSPC_wt.psi" "HSPC_mut.psi" "HSPC_dPSI" "DC_wt.psi" "DC_mut.psi" "DC_dPSI" "PreB_wt.psi" "PreB_mut.psi" "PreB_dPSI" "Tcells_wt.psi" "Tcells_mut.psi" "Tcells_dPSI" "Final_Verdict"
"1" NA 0 0 0 0 0 "chr21:34073745:34094136:+" NA 0 0 0 1 1 NA 0 0 0 0 1 NA 0 0 0 1 14 NA 0 0 0 0 4 NA 0 0 0 4 34 NA 0 0 0 1 1 NA 0 0 0 4 12 NA 0 0 0 9 39 NA 0 0 0 2 22 NA 0 0 0 2 53 Inf 0 3 3 29 242 -1.40738814417969 1 3 4 87 1057 Inf 0 1 1 5 156 "chr21" 34073745 34094136 "+" 34073745 34094136 "clu_1122" "clu_1154" 1 7 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 34073745 34094136 "+" 34073745 34094136 "clu_1122" "clu_1154" 34073745 34094862 0 -726 0 -726 "+" "cryptic_threeprime" "MRPS6" "ENSG00000182670.13" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -31204 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "not_main_3_prime" 0 -31204 0 0.641025641025641 0.641025641025641 1.14942528735632 0.283822138126774 -0.865603149229548 0 1.2396694214876 1.2396694214876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 NA 0 0 0 NA 0 NA 0 0 0 NA
"2" NA 0 0 0 0 0 "chr21:34073745:34142407:+" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 2 2 0 2 NA 1 0 1 2 0 Inf 0 2 2 0 2 NA 0 0 0 0 0 Inf 0 0 0 0 0 -0.838329190404443 3 1 4 3 2 Inf 0 0 0 0 1 NA 0 2 2 0 2 0.287682072451781 2 2 4 2 5 1.08017858697927 1 15 16 1 26 Inf 0 1 1 0 2 "chr21" 34073745 34142407 "+" 34073745 34142407 "clu_1122" "clu_1171" 3 54 57 NA 0.222267777322227 NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 34073745 34142407 "+" 34073745 34142407 "clu_1122" "clu_1171" 34073745 34142407 0 0 0 0 "+" "novel annotated pair" "MRPS6" "ENSG00000182670.13" "ENST00000399312.3" 0.33 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 2 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 2 "main" "main" 0 0 NA 50 NA 100 57.6923076923077 -42.3076923076923 100 40 -60 NA 100 NA NA 0 NA 100 50 -50 NA NA NA NA NA NA NA 100 NA 50 NA NA NA 100 NA NA NA NA NA NA NA "Canonical"
"3" NA 0 0 0 0 0 "chr21:34073745:34102834:+" NA 0 0 0 0 0 NA 0 0 0 0 0 Inf 0 1 1 0 3 NA 0 0 0 0 0 -0.659245628884264 0 0 0 0 4 -Inf 0 0 0 0 0 Inf 0 0 0 0 0 0.162518929497775 0 1 1 1 3 Inf 0 0 0 0 0 Inf 0 1 1 0 7 -0.336799087416736 3 19 22 6 33 -0.521875459952576 8 25 33 13 89 Inf 0 4 4 0 12 "chr21" 34073745 34102834 "+" 34073745 34102834 "clu_1122" "clu_1159" 23 190 213 0.130448695513045 0.245327546724533 0.555994440055599 0.0773092269077309 NA 0.665063349366506 NA NA NA NA NA NA NA NA "chr21" 34073745 34102834 "+" 34073745 34102834 "clu_1122" "clu_1159" 34073745 34094862 0 7972 0 7972 "+" "cryptic_threeprime" "MRPS6" "ENSG00000142166.13" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -22506 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "not_main_3_prime" 0 -22506 NA 33.3333333333333 NA 61.5384615384615 28.0898876404494 -33.4485738980121 50 57.5757575757576 7.57575757575758 NA 14.2857142857143 NA NA NA NA 0 33.3333333333333 33.3333333333333 NA NA NA NA NA NA NA 0 NA NA NA NA NA 33.3333333333333 NA NA NA NA NA NA NA NA
"4" NA 0 0 0 0 0 "chr21:34073745:34125340:+" NA 0 0 0 0 0 NA 0 0 0 0 0 -Inf 0 2 2 0 3 NA 0 0 0 0 0 -0.361013345537331 0 4 4 0 4 Inf 0 0 0 0 0 -Inf 0 0 0 0 0 -0.441832752279039 1 2 3 1 3 -Inf 0 0 0 0 0 -Inf 0 6 6 0 7 -0.164575197163142 3 14 17 6 33 0.155570827637797 5 64 69 13 89 -Inf 0 8 8 0 12 "chr21" 34073745 34125340 "+" 34073745 34125340 "clu_1122" "clu_1168" 114 1275 1389 0.025039749602504 0.653823461765382 0.712552874471255 0.00968990310096896 NA 0.138838611613884 0.032889671103289 NA NA NA NA NA NA NA "chr21" 34073745 34125340 "+" 34073745 34125340 "clu_1122" "clu_1168" 34073745 34125340 0 0 0 0 "+" "annotated" "MRPS6" "ENSG00000142166.13" "ENST00000399312.3+ENST00000362077.4" 0.67 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "main" 0 0 NA 66.6666666666667 NA 38.4615384615385 71.9101123595506 33.4485738980121 50 42.4242424242424 -7.57575757575758 NA 85.7142857142857 NA NA NA NA 100 66.6666666666667 -33.3333333333333 NA NA NA NA NA NA NA 100 NA NA NA NA NA 66.6666666666667 NA NA NA NA NA NA NA "Canonical"
"5" NA 0 0 0 0 0 "chr21:34073745:34095930:+" NA 0 0 0 1 1 NA 0 0 0 0 1 NA 0 0 0 1 14 NA 0 0 0 0 4 NA 0 2 2 4 34 NA 0 0 0 1 1 NA 0 1 1 4 12 NA 1 2 3 9 39 NA 0 1 1 2 22 NA 0 0 0 2 53 Inf 1 11 12 29 242 Inf 1 35 36 87 1057 Inf 0 2 2 5 156 "chr21" 34073745 34095930 "+" 34073745 34095930 "clu_1122" "clu_1156" 0 8 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 34073745 34095930 "+" 34073745 34095930 "clu_1122" "clu_1156" 34073745 34094862 0 1068 0 1068 "+" "cryptic_threeprime" "MRPS6" "ENSG00000183570.16" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -29410 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "not_main_3_prime" 0 -29410 0 1.28205128205128 1.28205128205128 1.14942528735632 3.3112582781457 2.16183299078937 3.44827586206897 4.54545454545455 1.09717868338558 0 0 0 0 4.54545454545455 4.54545454545455 11.1111111111111 5.12820512820513 -5.98290598290598 0 8.33333333333333 8.33333333333333 0 0 0 0 5.88235294117647 5.88235294117647 NA 0 NA 0 0 0 NA 0 NA 0 0 0 NA
"6" NA 0 0 0 0 0 "chr21:34073745:34094862:+" NA 0 0 0 1 1 NA 0 0 0 0 1 NA 0 5 5 1 14 NA 0 0 0 0 4 Inf 1 5 6 4 34 NA 1 0 1 1 1 Inf 0 1 1 4 12 Inf 1 5 6 9 39 Inf 0 2 2 2 22 Inf 0 9 9 2 53 1.02961941718116 6 38 44 29 242 0.390749123475651 14 108 122 87 1057 Inf 0 17 17 5 156 "chr21" 34073745 34094862 "+" 34073745 34094862 "clu_1122" "clu_1155" 4 102 106 NA 0.525644743552564 0.209337906620934 NA NA 0.00111998880011199 NA NA NA NA NA NA NA NA "chr21" 34073745 34094862 "+" 34073745 34094862 "clu_1122" "clu_1155" 34073745 34094862 0 0 0 0 "+" "annotated" "MRPS6" "ENSG00000224905.7" "ENST00000381151.5" 0.33 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -30478 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "not_main_3_prime" 0 -30478 0 10.8974358974359 10.8974358974359 16.0919540229885 10.2175969725639 -5.87435705042465 20.6896551724138 15.702479338843 -4.98717583357082 0 16.9811320754717 16.9811320754717 0 9.09090909090909 9.09090909090909 11.1111111111111 12.8205128205128 1.70940170940171 0 8.33333333333333 8.33333333333333 100 0 -100 25 14.7058823529412 -10.2941176470588 NA 0 NA 0 35.7142857142857 35.7142857142857 NA 0 NA 0 0 0 NA
"7" NA 0 0 0 0 0 "chr21:34073268:34125340:+" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 1 1 0 1 NA 0 0 0 0 0 NA 0 0 0 0 0 -Inf 1 1 2 2 2 NA 0 0 0 0 0 NA 0 1 1 0 2 -Inf 0 0 0 0 0 -Inf 0 14 14 0 16 NA 0 2 2 0 2 "chr21" 34073268 34125340 "+" 34073268 34125340 "clu_1118" "clu_1168" 7 25 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 34073268 34125340 "+" 34073268 34125340 "clu_1118" "clu_1168" 34073745 34125340 -477 0 -477 0 "+" "cryptic_fiveprime" "MRPS6" "ENSG00000182670.13" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -477 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "main" -477 0 NA 100 NA NA 87.5 NA NA NA NA NA 50 NA NA NA NA 50 50 0 NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"8" NA 0 0 0 0 0 "chr21:34073268:34102834:+" NA 1 1 2 1 1 NA 0 1 1 0 1 NA 1 9 10 1 14 NA 0 3 3 0 4 NA 3 23 26 4 34 NA 0 1 1 1 1 NA 4 9 13 4 12 Inf 7 27 34 9 39 NA 2 15 17 2 22 NA 2 39 41 2 53 Inf 21 167 188 29 242 Inf 68 853 921 87 1057 NA 5 127 132 5 156 "chr21" 34073268 34102834 "+" 34073268 34102834 "clu_1118" "clu_1159" 1 17 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 34073268 34102834 "+" 34073268 34102834 "clu_1118" "clu_1159" 34073745 34094862 -477 7972 -477 7972 "+" "cryptic_unanchored" "MRPS6" "ENSG00000155313.15" "" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "not_main_3_prime" -477 -22506 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "not_main_5_prime" "not_main_3_prime" -477 -22506 100 81.4102564102564 -18.5897435897436 78.1609195402299 80.7000946073794 2.5391750671495 72.4137931034483 69.0082644628099 -3.40552864063835 100 73.5849056603774 -26.4150943396226 100 68.1818181818182 -31.8181818181818 77.7777777777778 69.2307692307692 -8.54700854700856 100 75 -25 0 100 100 75 67.6470588235294 -7.35294117647058 NA 75 NA 100 64.2857142857143 -35.7142857142857 NA 100 NA 100 100 0 NA
"9" NA 0 0 0 0 0 "chr21:34102908:34125340:+" NA 0 0 0 1 1 NA 0 0 0 0 1 NA 0 0 0 1 14 NA 0 0 0 0 4 NA 0 0 0 4 34 NA 0 0 0 1 1 NA 0 0 0 4 12 Inf 0 0 0 9 39 NA 0 0 0 2 22 NA 0 0 0 2 53 0.305381649551182 0 1 1 29 242 -1.41001088773721 0 5 5 87 1057 NA 0 2 2 5 156 "chr21" 34102908 34125340 "+" 34102908 34125340 "clu_1130" "clu_1168" 11 51 62 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 34102908 34125340 "+" 34102908 34125340 "clu_1130" "clu_1168" 34125480 34125340 -22572 0 -22572 0 "+" "cryptic_fiveprime" "MRPS6" "ENSG00000160305.18" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "main" -22572 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "not_main_5_prime" "main" -22572 0 0 1.28205128205128 1.28205128205128 0 0.473036896877956 0.473036896877956 0 0.413223140495868 0.413223140495868 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 NA 0 0 0 NA 0 NA 0 0 0 NA
"10" NA 0 0 0 0 0 "chr21:34102908:34103496:+" NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 0 NA 0 0 0 0 1 NA 0 0 0 0 0 NA 0 0 0 0 0 -Inf 1 1 2 2 2 NA 0 0 0 0 0 NA 0 1 1 0 2 -0.305381649551182 0 0 0 0 0 1.41001088773721 0 2 2 0 16 NA 0 0 0 0 2 "chr21" 34102908 34103496 "+" 34102908 34103496 "clu_1130" "clu_1160" 9 100 109 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chr21" 34102908 34103496 "+" 34102908 34103496 "clu_1130" "clu_1160" 34125480 34094862 -22572 8634 -22572 8634 "+" "cryptic_unanchored" "MRPS6" "ENSG00000160305.18" "" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_5_prime" "not_main_3_prime" -22572 -21844 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 1 "not_main_5_prime" "not_main_3_prime" -22572 -21844 NA 0 NA NA 12.5 NA NA NA NA NA 50 NA NA NA NA 50 50 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
