chr,start,end,strand,five_prime,three_prime,five_prime_ID,three_prime_ID,intron_junction,obs.wt,obs.mut,total.reads.per.junction
chr21,24441913,24485622,+,24441913,24485622,clu_191,clu_196,chr21:24441913:24485622:+,3,22,25
chr21,42893381,42908863,+,42893381,42908863,clu_1969,clu_1999,chr21:42893381:42908863:+,0,17,17
chr21,43798049,43799569,+,43798049,43799569,clu_2138,clu_2158,chr21:43798049:43799569:+,1,15,16
chr21,43688240,43690287,+,43688240,43690287,clu_2078,clu_2111,chr21:43688240:43690287:+,2,12,14
chr21,42897047,42903181,+,42897047,42903181,clu_1972,clu_1992,chr21:42897047:42903181:+,39,488,527
chr21,43795250,43797421,+,43795250,43797421,clu_2128,clu_2149,chr21:43795250:43797421:+,51,948,999
chr21,42413523,42416441,+,42413523,42416441,clu_1862,clu_1891,chr21:42413523:42416441:+,0,16,16
chr21,43793404,43797421,+,43793404,43797421,clu_2127,clu_2149,chr21:43793404:43797421:+,0,7,7
chr21,42413222,42416441,+,42413222,42416441,clu_1861,clu_1891,chr21:42413222:42416441:+,5,131,136
chr21,43789695,43791349,+,43789695,43791349,clu_2115,clu_2142,chr21:43789695:43791349:+,0,8,8
chr21,42893381,42903181,+,42893381,42903181,clu_1969,clu_1992,chr21:42893381:42903181:+,1,12,13
chr21,24438443,24441794,+,24438443,24441794,clu_187,clu_192,chr21:24438443:24441794:+,2,31,33
chr21,24428904,24485622,+,24428904,24485622,clu_184,clu_196,chr21:24428904:24485622:+,1,5,6
chr21,24444128,24485622,+,24444128,24485622,clu_193,clu_196,chr21:24444128:24485622:+,0,5,5
chr21,24441353,24441794,+,24441353,24441794,clu_189,clu_192,chr21:24441353:24441794:+,0,5,5
chr21,43686935,43690287,+,43686935,43690287,clu_2077,clu_2111,chr21:43686935:43690287:+,1,5,6
chr21,24438433,24441794,+,24438433,24441794,clu_186,clu_192,chr21:24438433:24441794:+,2,8,10
chr21,42897047,42908863,+,42897047,42908863,clu_1972,clu_1999,chr21:42897047:42908863:+,92,904,996
chr21,42904276,42908863,+,42904276,42908863,clu_1979,clu_1999,chr21:42904276:42908863:+,15,209,224
chr21,43789762,43791349,+,43789762,43791349,clu_2117,clu_2142,chr21:43789762:43791349:+,52,939,991
chr21,43798100,43799569,+,43798100,43799569,clu_2140,clu_2158,chr21:43798100:43799569:+,51,945,996
chr21,43104402,43107450,-,43107450,43104402,clu_2050,clu_2079,chr21:43104402:43107450:-,267,2640,2907
chr21,43104402,43105785,-,43105785,43104402,clu_2046,clu_2079,chr21:43104402:43105785:-,1,9,10
chr21,42876767,42879520,-,42879520,42876767,clu_1962,clu_1988,chr21:42876767:42879520:-,1,4,5
chr21,42859722,42862281,-,42862281,42859722,clu_1951,clu_1981,chr21:42859722:42862281:-,51,715,766
chr21,43105555,43105785,-,43105785,43105555,clu_2046,clu_2082,chr21:43105555:43105785:-,2,3,5
chr21,43100519,43104314,-,43104314,43100519,clu_2041,clu_2075,chr21:43100519:43104314:-,207,2025,2232
chr21,42854626,42855681,-,42855681,42854626,clu_1947,clu_1979,chr21:42854626:42855681:-,54,768,822
chr21,42863596,42873550,-,42873550,42863596,clu_1954,clu_1986,chr21:42863596:42873550:-,37,586,623
chr21,42854626,42859661,-,42859661,42854626,clu_1949,clu_1979,chr21:42854626:42859661:-,0,6,6
chr21,43774330,43774657,-,43774657,43774330,clu_2108,clu_2137,chr21:43774330:43774657:-,603,3928,4531
chr21,43095743,43101365,-,43101365,43095743,clu_2039,clu_2070,chr21:43095743:43101365:-,64,626,690
chr21,43774330,43774687,-,43774687,43774330,clu_2109,clu_2137,chr21:43774330:43774687:-,1,5,6
chr21,42863596,42876701,-,42876701,42863596,clu_1956,clu_1986,chr21:42863596:42876701:-,1,8,9
chr21,43094788,43095437,-,43095437,43094788,clu_2031,clu_2062,chr21:43094788:43095437:-,274,2671,2945
chr21,43104402,43106727,-,43106727,43104402,clu_2047,clu_2079,chr21:43104402:43106727:-,0,15,15
chr21,42863596,42873602,-,42873602,42863596,clu_1955,clu_1986,chr21:42863596:42873602:-,10,105,115
chr21,25585754,25588834,-,25588834,25585754,clu_203,clu_208,chr21:25585754:25588834:-,138,1695,1833
chr21,42876767,42879512,-,42879512,42876767,clu_1961,clu_1988,chr21:42876767:42879512:-,2,6,8
chr21,42876767,42879406,-,42879406,42876767,clu_1959,clu_1988,chr21:42876767:42879406:-,48,698,746
chr21,43105555,43107450,-,43107450,43105555,clu_2050,clu_2082,chr21:43105555:43107450:-,11,50,61
chr21,43094788,43095693,-,43095693,43094788,clu_2034,clu_2062,chr21:43094788:43095693:-,5,23,28
chr21,43774330,43776203,-,43776203,43774330,clu_2112,clu_2137,chr21:43774330:43776203:-,2,20,22
chr21,43095743,43100452,-,43100452,43095743,clu_2038,clu_2070,chr21:43095743:43100452:-,217,2084,2301
chr21,25585754,25588830,-,25588830,25585754,clu_202,clu_208,chr21:25585754:25588830:-,4,33,37
chr21,43100519,43101365,-,43101365,43100519,clu_2039,clu_2075,chr21:43100519:43101365:-,7,51,58
chr21,43104402,43105501,-,43105501,43104402,clu_2045,clu_2079,chr21:43104402:43105501:-,14,56,70
chr21,42876767,42879086,-,42879086,42876767,clu_1958,clu_1988,chr21:42876767:42879086:-,1,4,5
chr21,42859722,42873550,-,42873550,42859722,clu_1954,clu_1981,chr21:42859722:42873550:-,3,36,39
